filename,label
C:/Users/Alex/Desktop/spectrograms\aggression_agression (20)_part1.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (20)_part1_aug697.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (21)_part1.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (21)_part1_aug363.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (21)_part1_aug663.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (22)_part1.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (23)_part1.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (23)_part1_aug851.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (24)_part1.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (24)_part1_aug492.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (24)_part1_aug649.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (24)_part1_aug721.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (24)_part1_aug894.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (25)_part1.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (25)_part1_aug308.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (25)_part1_aug650.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (25)_part1_aug890.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (26)_part2.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (26)_part2_aug384.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (26)_part2_aug570.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (26)_part2_aug629.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part1.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part101.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part101_aug304.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part101_aug920.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part105.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part105_aug338.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part105_aug350.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part105_aug733.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part105_aug898.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part106.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part106_aug613.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part106_aug638.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part108.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part108_aug546.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part108_aug615.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part108_aug642.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part108_aug969.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part112.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part112_aug554.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part112_aug687.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part112_aug873.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part112_aug941.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part112_aug944.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part114.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part114_aug315.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part114_aug356.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part114_aug401.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part114_aug410.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part117.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part119.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part119_aug299.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part119_aug503.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part119_aug552.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part121.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part122.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part123.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part123_aug506.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part123_aug530.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part124.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part124_aug382.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part124_aug789.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part124_aug861.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part125.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part125_aug562.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part125_aug909.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part126.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part126_aug435.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part126_aug535.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part126_aug540.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part126_aug588.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part126_aug771.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part127.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part127_aug408.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part127_aug822.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part127_aug943.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part129.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part129_aug366.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part129_aug423.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part129_aug537.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part129_aug542.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part129_aug803.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part129_aug999.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part13.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part130.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part130_aug529.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part130_aug678.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part131.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part131_aug306.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part131_aug539.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part131_aug814.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part131_aug837.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part132.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part132_aug376.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part132_aug882.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part133.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part133_aug515.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part133_aug671.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part133_aug690.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part133_aug719.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part134.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part135.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part135_aug544.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part135_aug728.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part135_aug773.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part136.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part136_aug563.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part136_aug820.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part137.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part138.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part138_aug310.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part138_aug918.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part139.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part139_aug597.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part13_aug468.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part13_aug590.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part140.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part140_aug460.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part141.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part141_aug314.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part141_aug462.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part141_aug524.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part141_aug583.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part142.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part142_aug302.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part142_aug545.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part142_aug683.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part143.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part143_aug910.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part143_aug998.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part145.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part146.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part146_aug508.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part146_aug611.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part146_aug696.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part146_aug989.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part148.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part148_aug549.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part148_aug874.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part149.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part149_aug522.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part149_aug624.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part149_aug845.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part150.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part150_aug428.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part150_aug932.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part151.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part151_aug451.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part151_aug580.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part151_aug654.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part153.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part153_aug419.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part153_aug469.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part153_aug869.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part153_aug901.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part153_aug956.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part154.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part154_aug441.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part154_aug532.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part154_aug854.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part154_aug992.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part155.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part155_aug718.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part155_aug819.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part156.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part156_aug813.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part157.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part157_aug509.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part157_aug621.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part157_aug841.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part157_aug960.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part158.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part158_aug395.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part158_aug596.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part158_aug921.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part159.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part159_aug323.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part159_aug783.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part159_aug971.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part160.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part160_aug464.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part160_aug565.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part160_aug740.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part160_aug801.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part160_aug967.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part161.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part161_aug603.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part161_aug806.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part162.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part162_aug409.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part162_aug708.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part163.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part163_aug852.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part163_aug897.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part164.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part164_aug517.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part164_aug759.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part164_aug997.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part165.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part165_aug327.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part165_aug548.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part165_aug616.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part165_aug778.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part166.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part166_aug1000.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part166_aug745.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part166_aug844.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part167.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part167_aug655.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part168.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part168_aug500.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part168_aug827.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part169.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part169_aug455.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part169_aug594.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part169_aug781.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part169_aug936.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part17.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part170.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part170_aug313.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part170_aug850.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part170_aug937.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part171.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part171_aug639.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part171_aug769.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part171_aug922.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part172.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part172_aug340.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part172_aug680.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part173.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part173_aug674.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part173_aug833.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part173_aug991.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part174.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part174_aug474.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part174_aug485.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part174_aug510.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part175.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part175_aug547.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part176.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part176_aug595.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part176_aug695.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part176_aug717.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part176_aug727.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part177.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part177_aug396.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part177_aug990.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part178.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part178_aug507.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part178_aug766.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part178_aug881.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part178_aug911.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part179.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part179_aug643.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part179_aug764.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part17_aug818.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part17_aug879.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part17_aug963.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part18.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part181.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part181_aug361.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part183.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part183_aug930.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part184.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part184_aug692.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part185.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part185_aug467.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part187.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part187_aug334.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part187_aug531.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part187_aug592.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part187_aug709.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part188.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part188_aug296.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part188_aug899.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part188_aug933.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part189.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part18_aug415.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part19.png,3
C:/Users/Alex/Desktop/spectrograms\aggression_agression (27)_part2.png,3
